week,year,day,product,forecast_boxes,actual_boxes,difference,abs_difference,percent_error
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,nan,0,0.0,0.0,0.0,0.0
24,2025,Wed,pcs,0,0.0,0.0,0.0,0.0
24,2025,Thurs,All Grain Nova,4,0.0,4.0,4.0,0.0
24,2025,Thurs,Lrg 30 pack Nova,612,1000.0,-388.0,388.0,38.800000000000004
24,2025,Thurs,Nova 6 Pack,0,0.0,0.0,0.0,0.0
24,2025,Thurs,OC 30 Lrg,34,48.0,-14.0,14.0,29.166666666666668
24,2025,Thurs,OC Br,2,3.0,-1.0,1.0,33.33333333333333
24,2025,Thurs,OC Lg,16,24.0,-8.0,8.0,33.33333333333333
24,2025,Thurs,OC Lg Cozy Coop,2,0.0,2.0,2.0,0.0
24,2025,Thurs,OC Med,1,0.0,1.0,1.0,0.0
24,2025,Thurs,OC Xlg,2,1.0,1.0,1.0,100.0
24,2025,Thurs,XLrg 30 pack Nova,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,nan,0,0.0,0.0,0.0,0.0
24,2025,Thurs,pcs,0,0.0,0.0,0.0,0.0
24,2025,Fri,All Grain Nova,0,0.0,0.0,0.0,0.0
24,2025,Fri,Lrg 30 pack Nova,0,0.0,0.0,0.0,0.0
24,2025,Fri,Nova 6 Pack,0,0.0,0.0,0.0,0.0
24,2025,Fri,OC 30 Lrg,109,160.0,-51.0,51.0,31.874999999999996
24,2025,Fri,OC Br,3,3.0,0.0,0.0,0.0
24,2025,Fri,OC Lg,18,42.0,-24.0,24.0,57.14285714285714
24,2025,Fri,OC Lg Cozy Coop,9,1.0,8.0,8.0,800.0
24,2025,Fri,OC Med,2,4.0,-2.0,2.0,50.0
24,2025,Fri,OC Xlg,4,7.0,-3.0,3.0,42.857142857142854
24,2025,Fri,XLrg 30 pack Nova,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,nan,0,0.0,0.0,0.0,0.0
24,2025,Fri,pcs,0,0.0,0.0,0.0,0.0
